platform	state	file	pixels	sha256	serial	model	os_version	api_level	display_id	display_size	density	app_bounds	system_insets	font_scale	locale	timezone	theme/night_mode	orientation	fixture	package_version	build_revision
android	home	home.png	822x1918	a5d908f28c170d6d1f02815f82d5c93fdaf7c6f4e7d94fbf323777e49de34f82	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=home	0.3.6	no-git
android	region	region.png	822x1918	1e67de283cb6356046b2448d2ce414820244b07603d2952f9859760652f10f93	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=region	0.3.6	no-git
android	region-search	region-search.png	822x1918	6d66a9cf3853edc64b68073ec54a236b4897c65c5b234e4cfe5dcb9d26a46008	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=region-search	0.3.6	no-git
android	loading	loading.png	822x1918	a01e38273f371728b565e2a2228fe8263b54202f9794d6a43ac64e00b26bd16a	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=loading	0.3.6	no-git
android	results	results.png	822x1918	a47e15577bcd9df05d739f60b057b85c2fa656365925a2b9a1fe1716992f95f5	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=results	0.3.6	no-git
android	decision	decision.png	822x1918	5d26781740a2f07e4884eb20010bdb85f032cbfc8bf17b21415f2984835eb577	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=decision	0.3.6	no-git
android	decision-recorded	decision-recorded.png	822x1918	a0900276e79980f2fa00732d0653a45805c935a209c0dfcdbcdc4f8bab951378	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=decision-recorded	0.3.6	no-git
android	history-empty	history-empty.png	822x1918	030cfbede04318f5cab83fe8388f32b4eda1c8de60f764121f98e9a6a8bfaab3	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=history-empty	0.3.6	no-git
android	history-populated	history-populated.png	822x1918	b17c2541943e79fd664e249e8c56f537a03b9d8c88512ffd9f0acbec65824126	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=history-populated	0.3.6	no-git
android	favorites-empty	favorites-empty.png	822x1918	6bda59d7b257e46bd3cd99df854662248b4d51a99c5be0270a79337d745c04a5	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=favorites-empty	0.3.6	no-git
android	favorites-populated	favorites-populated.png	822x1918	2bea964378b680bd575a8864fe1cc852c335a00b2cee48008d13e91aa99cb200	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=favorites-populated	0.3.6	no-git
android	settings	settings.png	822x1918	859d5fd535c72301a1ed6bfe5b37e099ececa4f5fdc3e448c0f0b2794118c0fe	192.168.0.199:35361	SM-F968N	16	36	4630946740849765780	Physical size: 822x1918	Physical density: 420;Override density: 320;	unavailable	mGivenContentInsets=[0,0][0,0] mGivenVisibleInsets=[0,0][0,0]	1.15	ko-KR	Asia/Seoul	app_configuration=unavailable;system=Night mode: no	portrait	matchup_state=settings	0.3.6	no-git
